0,商品ID,书籍名称,书籍链接,价格,好评度,评论数,出版社,店家链接
132,11256776,《Java Web整合开发实战：基于Struts 2+Hibernate+Spring（附光盘）》(贾蓓，镇明敏，杜磊，等)【摘要 书评 试读】- 京东图书,//item.jd.com/11256776.html,70.9,94,6900,清华大学出版社,//mall.jd.com/index-1000004111.html
133,11257264,《WebGL入门指南》([美]Tony Parisi)【摘要 书评 试读】- 京东图书,//item.jd.com/11257264.html,38.6,97,300,人民邮电出版社,//ptpressjd.jd.com
134,11266252,《图灵程序设计丛书：C#图解教程（第4版）》([美]Daniel M.Solis)【摘要 书评 试读】- 京东图书,//item.jd.com/11266252.html,75.7,98,1700,人民邮电出版社,//ptpressjd.jd.com
135,11266648,《挑战程序设计竞赛（第2版）》(秋叶拓哉，岩田阳一，北川宜稔)【摘要 书评 试读】- 京东图书,//item.jd.com/11266648.html,67.2,98,2600,人民邮电出版社,//ptpressjd.jd.com
136,11267855,《OpenCV2计算机视觉编程手册》([加]Robert Laganiere)【摘要 书评 试读】- 京东图书,//item.jd.com/11267855.html,35.6,96,900,科学出版社,//mall.jd.com/index-1000005740.html
137,11269625,《Java程序员修炼之道》([英]Benjamin J. Evans，[荷兰]Martijn Verburg)【摘要 书评 试读】- 京东图书,//item.jd.com/11269625.html,75.7,95,500,人民邮电出版社,//ptpressjd.jd.com
138,11273682,《PHP MVC 开发实战》(李开涌)【摘要 书评 试读】- 京东图书,//item.jd.com/11273682.html,81.5,91,200,机械工业出版社,//cmpbook.jd.com
139,11277406,《图灵程序设计丛书：精通C#（第6版）》([美]Andrew Troelsen)【摘要 书评 试读】- 京东图书,//item.jd.com/11277406.html,135.2,96,800,人民邮电出版社,//ptpressjd.jd.com
140,11281696,《Go语言程序设计》([英]Mark Summerfield)【摘要 书评 试读】- 京东图书,//item.jd.com/11281696.html,53.7,97,10000,人民邮电出版社,//ptpressjd.jd.com
141,11291949,《Visual C++网络编程案例实战（附光盘）》(梁伟，等)【摘要 书评 试读】- 京东图书,//item.jd.com/11291949.html,47.2,97,700,清华大学出版社,//mall.jd.com/index-1000004111.html
142,11294334,《Essential C++中文版》([美]Stanley B.Lippman)【摘要 书评 试读】- 京东图书,//item.jd.com/11294334.html,51.1,99,6600,电子工业出版社,//phei1982.jd.com
143,11297778,《MATLAB神经网络43个案例分析》(王小川，史峰，郁磊，李洋)【摘要 书评 试读】- 京东图书,//item.jd.com/11297778.html,37.1,98,8900,北京航空航天大学出版社,//mall.jd.com/index-1000005516.html
144,11299575,《HBase实战》([美]Nick Dimiduk，[美]Amandeep Khurana)【摘要 书评 试读】- 京东图书,//item.jd.com/11299575.html,54.4,98,1000,人民邮电出版社,//ptpressjd.jd.com
145,11306138,《C++ Primer（中文版 第5版） 》(Stanley B. Lippman，Josée Lajoie，Barbara E. Moo)【摘要 书评 试读】- 京东图书,//item.jd.com/11306138.html,97.3,97,25000,电子工业出版社,//phei1982.jd.com
146,11306684,《XSS跨站脚本攻击剖析与防御》(邱永华)【摘要 书评 试读】- 京东图书,//item.jd.com/11306684.html,38.6,96,700,人民邮电出版社,//ptpressjd.jd.com
147,11309608,《WPF编程宝典：使用C# 2012和.NET 4.5（第4版）》([美]麦克唐纳（Matthew Macdonald）)【摘要 书评 试读】- 京东图书,//item.jd.com/11309608.html,113.8,98,2800,清华大学出版社,//mall.jd.com/index-1000004111.html
148,11310979,《图灵程序设计丛书：嗨翻C语言》([美]David Griffiths，[美]Dawn Griffiths)【摘要 书评 试读】- 京东图书,//item.jd.com/11310979.html,84.2,97,700,人民邮电出版社,//ptpressjd.jd.com
149,11311645,《JAVA编程思想+算法导论（京东套装共2册）》([美]埃克尔，等)【摘要 书评 试读】- 京东图书,//item.jd.com/11311645.html,188.8,100,0,机械工业出版社,//cmpbook.jd.com
150,11311737,《Spring源码深度解析》(郝佳)【摘要 书评 试读】- 京东图书,//item.jd.com/11311737.html,54.5,98,25000,人民邮电出版社,//ptpressjd.jd.com
151,11314362,《中文信息处理丛书：统计自然语言处理（第2版）》(宗成庆)【摘要 书评 试读】- 京东图书,//item.jd.com/11314362.html,75.6,98,2100,清华大学出版社,//mall.jd.com/index-1000004111.html
152,11320556,《软件开发实战：PHP+MySQL开发实战（附DVD-ROM光盘1张）》【摘要 书评 试读】- 京东图书,//item.jd.com/11320556.html,60.8,94,400,清华大学出版社,//mall.jd.com/index-1000004111.html
153,11324152,《Java应用架构设计：模块化模式与OSGi》([美]Kirk Knoernschild)【摘要 书评 试读】- 京东图书,//item.jd.com/11324152.html,64.9,98,40000,机械工业出版社,//cmpbook.jd.com
154,11331215,《逐梦旅程：Windows游戏编程之从零开始》(毛星云)【摘要 书评 试读】- 京东图书,//item.jd.com/11331215.html,87.1,98,300,清华大学出版社,//mall.jd.com/index-1000004111.html
155,11332506,《Head First HTML与CSS（第2版）》(Elisabeth Robson，Eric Freeman)【摘要 书评 试读】- 京东图书,//item.jd.com/11332506.html,79.6,98,7000,中国电力出版社,//mall.jd.com/index-1000005549.html
156,11334994,《图灵交互设计丛书·微交互：细节设计成就卓越产品》([美]Dan Saffer，Don Norman)【摘要 书评 试读】- 京东图书,//item.jd.com/11334994.html,29.8,97,500,人民邮电出版社,//ptpressjd.jd.com
157,11336695,《图灵程序设计丛书：jQuery基础教程（第4版）》([美]Jonathan Chaffer，[美]Karl Swedberg)【摘要 书评 试读】- 京东图书,//item.jd.com/11336695.html,50.2,96,600,人民邮电出版社,//ptpressjd.jd.com
158,11342818,《用AngularJS开发下一代Web应用》(Brad Green，Sbyam Sesbadri)【摘要 书评 试读】- 京东图书,//item.jd.com/11342818.html,43.4,95,2300,电子工业出版社,//phei1982.jd.com
159,11343643,《软件项目开发全程实录：PHP典型模块开发全程实录（附DVD-ROM光盘1张）》(于国槐，王雨竹)【摘要 书评 试读】- 京东图书,//item.jd.com/11343643.html,47.8,96,9900,清华大学出版社,//mall.jd.com/index-1000004111.html
160,11343645,《软件项目开发全程实录：C#项目开发全程实录（第3版）（附DVD-ROM光盘1张）》(冯庆东，杨丽)【摘要 书评 试读】- 京东图书,//item.jd.com/11343645.html,62,96,10000,清华大学出版社,//mall.jd.com/index-1000004111.html
161,11343650,《软件项目开发全程实录：Java项目开发全程实录（第3版）（附DVD-ROM光盘1张）》(王国辉，宋禹蒙)【摘要 书评 试读】- 京东图书,//item.jd.com/11343650.html,55.8,94,400,清华大学出版社,//mall.jd.com/index-1000004111.html
162,11345717,《程序员面试金典 第5版》(Gayle Laakmann McDowell)【摘要 书评 试读】- 京东图书,//item.jd.com/11345717.html,50.2,98,1300,人民邮电出版社,//ptpressjd.jd.com
163,11346522,《软件项目开发全程实录：C语言项目开发全程实录（附光盘）》(李根福，贾丽君)【摘要 书评 试读】- 京东图书,//item.jd.com/11346522.html,39.8,97,14000,清华大学出版社,//mall.jd.com/index-1000004111.html
164,11349023,《Python编程入门（第3版）》([加]Toby Donaldson)【摘要 书评 试读】- 京东图书,//item.jd.com/11349023.html,33.2,96,700,人民邮电出版社,//ptpressjd.jd.com
165,11352441,《利用Python进行数据分析》(Wes McKinney)【摘要 书评 试读】- 京东图书,//item.jd.com/11352441.html,70.3,99,18000,机械工业出版社,//cmpbook.jd.com
166,11352448,《图灵程序设计丛书：自制编程语言》([日]前桥和弥)【摘要 书评 试读】- 京东图书,//item.jd.com/11352448.html,67.2,97,3200,人民邮电出版社,//ptpressjd.jd.com
167,11354343,《软件项目开发全程实录：PHP项目开发全程实录（第3版）（附光盘）》(辛洪郁，张鑫)【摘要 书评 试读】- 京东图书,//item.jd.com/11354343.html,55.8,95,200,清华大学出版社,//mall.jd.com/index-1000004111.html
168,11354665,《Effective JavaScript：编写高质量JavaScript代码的68个有效方法》([美]David Herman )【摘要 书评 试读】- 京东图书,//item.jd.com/11354665.html,46.1,98,800,机械工业出版社,//cmpbook.jd.com
169,11355978,《深入浅出Node.js 》(朴灵)【摘要 书评 试读】- 京东图书,//item.jd.com/11355978.html,58.7,98,58000,人民邮电出版社,//ptpressjd.jd.com
170,11358579,《了不起的Node.js 将JavaScript进行到底》(Guillermo Rauch)【摘要 书评 试读】- 京东图书,//item.jd.com/11358579.html,61.8,96,5700,电子工业出版社,//phei1982.jd.com
171,11362600,《计算机科学丛书·应用密码学：协议、算法与C源程序（原书第2版）》([美]Bruce Schneier)【摘要 书评 试读】- 京东图书,//item.jd.com/11362600.html,61.8,98,600,机械工业出版社,//cmpbook.jd.com
172,11362614,《C语言入门经典（第5版）》([美]霍尔顿（Ivor Horton）)【摘要 书评 试读】- 京东图书,//item.jd.com/11362614.html,62,97,6500,清华大学出版社,//mall.jd.com/index-1000004111.html
173,11369978,《软件开发方法学精选系列：掌握需求过程（第3版）》([英]Suzanne Robertson，James Robertson)【摘要 书评 试读】- 京东图书,//item.jd.com/11369978.html,62.3,98,300,人民邮电出版社,//ptpressjd.jd.com
174,11380971,《华章程序员书库：C和C++安全编码（原书第2版）》([美]Robert C. Seacord)【摘要 书评 试读】- 京东图书,//item.jd.com/11380971.html,65.2,99,200,机械工业出版社,//cmpbook.jd.com
175,11382929,《Verilog编程艺术》(魏家明)【摘要 书评 试读】- 京东图书,//item.jd.com/11382929.html,64.5,97,300,电子工业出版社,//phei1982.jd.com
176,11383765,《图灵程序设计丛书·Python数据分析基础教程：NumPy学习指南（第2版）》([印尼]Ivan Idris)【摘要 书评 试读】- 京东图书,//item.jd.com/11383765.html,41.7,98,700,人民邮电出版社,//ptpressjd.jd.com
177,11389858,《高性能计算系列丛书·CUDA并行程序设计：GPU编程指南》([美]库克（Shane Cook）)【摘要 书评 试读】- 京东图书,//item.jd.com/11389858.html,93.2,98,1600,机械工业出版社,//cmpbook.jd.com
178,11392231,《设计之下：搜狐新闻客户端的用户体验设计》【摘要 书评 试读】- 京东图书,//item.jd.com/11392231.html,54.4,96,3200,电子工业出版社,//phei1982.jd.com
179,11394252,《游戏物理引擎开发》([美]Ian Millington)【摘要 书评 试读】- 京东图书,//item.jd.com/11394252.html,67.2,95,100,清华大学出版社,//mall.jd.com/index-1000004111.html
180,11397771,《Linux环境C程序设计（第2版 附光盘）》【摘要 书评 试读】- 京东图书,//item.jd.com/11397771.html,70.9,98,2000,清华大学出版社,//mall.jd.com/index-1000004111.html
181,11397772,《Linux网络编程（第2版）》(宋敬彬，等)【摘要 书评 试读】- 京东图书,//item.jd.com/11397772.html,79.1,97,1900,清华大学出版社,//mall.jd.com/index-1000004111.html
182,11397775,《Shell从入门到精通（附光盘）》(张春晓，等)【摘要 书评 试读】- 京东图书,//item.jd.com/11397775.html,51.6,98,1600,清华大学出版社,//mall.jd.com/index-1000004111.html
183,11397776,《Linux从入门到精通（第2版 附光盘）》(刘忆智，等)【摘要 书评 试读】- 京东图书,//item.jd.com/11397776.html,53.2,97,5500,清华大学出版社,//mall.jd.com/index-1000004111.html
184,11403361,《精通C# 5.0与.NET 4.5高级编程：LINQ、WCF、WPF和WF》(张敬普，丁士锋，等)【摘要 书评 试读】- 京东图书,//item.jd.com/11403361.html,88.7,95,700,清华大学出版社,//mall.jd.com/index-1000004111.html
185,11406721,《Visual C++游戏开发案例实战（附光盘）》(王浩，等)【摘要 书评 试读】- 京东图书,//item.jd.com/11406721.html,55.8,97,500,清华大学出版社,//mall.jd.com/index-1000004111.html
186,11407830,《Java性能优化权威指南》([美]Charlie Hunt，Binu John)【摘要 书评 试读】- 京东图书,//item.jd.com/11407830.html,92.7,97,2400,人民邮电出版社,//ptpressjd.jd.com
187,11409707,《Java核心技术（卷2）：高级特性（原书第9版）》([美]Cay S. Horstmann，[美]Gary Cornell)【摘要 书评 试读】- 京东图书,//item.jd.com/11409707.html,130.8,98,40000,机械工业出版社,//cmpbook.jd.com
188,11410467,《趣学Python编程》([美]Jason Briggs)【摘要 书评 试读】- 京东图书,//item.jd.com/11410467.html,37.8,98,900,人民邮电出版社,//ptpressjd.jd.com
189,11412901,《算法谜题》([美]Anany Levitin，Maria Levitin)【摘要 书评 试读】- 京东图书,//item.jd.com/11412901.html,38.5,98,28000,人民邮电出版社,//ptpressjd.jd.com
190,11414422,《HotSpot实战》(陈涛)【摘要 书评 试读】- 京东图书,//item.jd.com/11414422.html,58,97,500,人民邮电出版社,//ptpressjd.jd.com
191,11417658,"《算法心得：高效算法的奥秘（原书第2版）》([美]Henry S. Warren,Jr.)【摘要 书评 试读】- 京东图书",//item.jd.com/11417658.html,70.2,98,1700,机械工业出版社,//cmpbook.jd.com
192,11418577,《C和C++程序员面试秘笈》(董山海)【摘要 书评 试读】- 京东图书,//item.jd.com/11418577.html,46.6,97,600,人民邮电出版社,//ptpressjd.jd.com
193,11420338,《GDAL源码剖析与开发指南》(李民录)【摘要 书评 试读】- 京东图书,//item.jd.com/11420338.html,70.3,97,200,人民邮电出版社,//ptpressjd.jd.com
194,11421261,《Learning PHP设计模式》([美]William Sanders（威廉·桑德）)【摘要 书评 试读】- 京东图书,//item.jd.com/11421261.html,47.1,99,2600,中国电力出版社,//mall.jd.com/index-1000005549.html
195,11432560,《深入理解C#（第3版）》([英]Jon Skeet)【摘要 书评 试读】- 京东图书,//item.jd.com/11432560.html,84.2,97,1100,人民邮电出版社,//ptpressjd.jd.com
196,11444582,《Web性能权威指南》([加]Ilya Grigorik)【摘要 书评 试读】- 京东图书,//item.jd.com/11444582.html,58.7,98,1100,人民邮电出版社,//ptpressjd.jd.com
197,11448495,《R数据可视化手册》([美]Winston Chang)【摘要 书评 试读】- 京东图书,//item.jd.com/11448495.html,70.2,99,9600,人民邮电出版社,//ptpressjd.jd.com
198,11448626,《Linux系统编程（第2版）》([美]Robert Love)【摘要 书评 试读】- 京东图书,//item.jd.com/11448626.html,62.3,98,500,人民邮电出版社,//ptpressjd.jd.com
199,11449803,《大型网站系统与Java中间件实践》(曾宪杰)【摘要 书评 试读】- 京东图书,//item.jd.com/11449803.html,51.3,96,42000,电子工业出版社,//phei1982.jd.com
200,11457487,"《Node.js实战》([美]Mike,Cantelon，Marc,Harter，T.J.,Holowaychuk，Nathan,Rajlich)【摘要 书评 试读】- 京东图书",//item.jd.com/11457487.html,58.7,98,1700,人民邮电出版社,//ptpressjd.jd.com
201,11457854,"《HTML5与CSS3基础教程（第8版）》([美]Elizabeth,Castro，Bruce,Hyslop)【摘要 书评 试读】- 京东图书",//item.jd.com/11457854.html,58.7,96,9700,人民邮电出版社,//ptpressjd.jd.com
202,11457856,《数字图像处理与机器视觉——Visual C++与Matlab实现(第2版)》(张铮，徐超，任淑霞，韩海玲)【摘要 书评 试读】- 京东图书,//item.jd.com/11457856.html,66.4,98,1400,人民邮电出版社,//ptpressjd.jd.com
203,11461227,"《图灵程序设计丛书：学习R》([美]Richard,Cotton)【摘要 书评 试读】- 京东图书",//item.jd.com/11461227.html,58.7,99,500,人民邮电出版社,//ptpressjd.jd.com
204,11462962,《Web开发技术丛书：深入理解Bootstrap》(徐涛)【摘要 书评 试读】- 京东图书,//item.jd.com/11462962.html,64.9,96,2100,机械工业出版社,//cmpbook.jd.com
205,11464703,"《R语言统计入门(第2版)》([丹麦]Peter,Dalgaard)【摘要 书评 试读】- 京东图书",//item.jd.com/11464703.html,41.2,99,9600,人民邮电出版社,//ptpressjd.jd.com
